#
1טער קאפיטעל	CHAPTER I .
אין איהר אויסשפראך איז קענטיג געווען אז זי איז אן אויסלענדערין .	`` I do n't know why I should do anything so horrible as to marry without _that_ prospect , at least , '' said Gwendolen , pettishly .
עראיז געשטאנען און זי בעטראכט און ניט געוואוסטוואס זי מיינט צו זאגען מיט די צוויי ווערטער : „ אין אונגליק , איןאונגליק“ .	Her uncle 's speech had given her annoyance , which she could not show more directly ; but she felt that she was committing herself , and after moving carelessly to another part of the room , went out .
#
— איהר האט געזונגען אין שיפעל  ? — האט זי איהם ווייטער געפרעגט , אוןאליין שטיל איבערגעזונגען דעם זעלבען מאטיוו .	`` She always speaks in that way about marriage , '' said Mrs. Davilow ; `` but it will be different when she has seen the right person . ``
#
— נא — האט דעראנדא געענטפערט , — איך האב זעהר ליעב צו זינגען דאסליעד , אבער אייך איז דא קאלט צו שטעהן , איהר קענט זיך נאך צוקיהלען ,קומט מיט מיר אין שיפעל און איך וועל אייך צופיהרען אין א זיכערען ארט .	`` Her heart has never been in the least touched , that you know of ? `` said Mr. Gascoigne .
#
א צייט איז זי געשטאנען און געטראכט , דערנאך האט זי געזאגט :	Mrs. Davilow shook her head silently . `` It was only last night she said to me , 'Mamma , I wonder how girls manage to fall in love .
	It is easy to make them do it in books .
	But men are too ridiculous .
	' ''
#
— איהר ווייזט אויס צו זיין אן ארענטליכער מענש , אפשר האט אייך גאטמיר צוגעשיקט אין מיין וועג ל .	Mr. Gascoigne laughed a little , and made no further remark on the subject .
. .	The next morning at breakfast he said --
#
— זייט זיכער , אונגליקליך קינד , — האט ער איהר הייס געטווארען — איךוועל אייך העלפען מיט מיין גאנצען לעבען .	`` How are your bruises , Rex ?
און זאל איך שטארבען אויב איךוועל אייך בייז טהאן אדער אויב איך וועל עמיצען אייך לאזען אנריהרען .	``
#
— איך האב דאך אבער דא קיינעם נישט צו וועטען צו געהן — האט זיגעזאגט — איך קען דא קיינעם נישט .	`` Oh , not very mellow yet , sir ; only beginning to turn a little . ``
#
— זארגט נישט , איך וועל אייך ברענגען צו א זעהר גוטע און ליעבע פרוי , זיוואוינט דא צוזאמען מיט איהרע טעכטער . — האט דעראנדא זי בערוהינט אוןא געדאנק האט זיך אין זיין מוח אנגעצונדען : ווער ווייס אויב זייןמאמע איז אויך נישט געווען אזא אונגליקליכע .	`` You do n't feel quite ready for a journey to Southampton ?
. .	``
#
— זייט איהר נישט א טעאטער - מענש  ? — האט זי ווידער געפרעגט .	`` Not quite , '' answered Rex , with his heart metaphorically in his mouth .
#
— ניין  !	
— ה .	
אט ער גיך געענטפערט — איך קעהר זיך גאר נישט אן מיט'ןטהעאטער . האט גאר קיין מורא נישט , איך וועל אייך אוועקפיהרען צו אזאגוטע פרוי וואס איהר גלייכען איז נישטא , זי וועט אייך גוט בעהאנדלעןאון איהר וועט זיין צופרידען .	`` Well , you can wait till to-morrow , and go to say goodbye to them at Offendene .
נאר לאמיר דא ניט שטעהן , ס'ווערט קיהלאון פייכט און אי . קר קענט נאך קראנק ווערען .	``
#
זי האט איהם געפאלגט און אריינגעגאנגען אין שיפעל .	Mrs. Gascoigne , who now knew the whole affair , looked steadily at her coffee lest she also should begin to cry , as Anna was doing already .
#
עס איז איהר שטארק קאלט געווארען און זי האט אנגעהויבעןצו ציטערען , האט ער אויסגעטהאן זיין רעקיל , איהר דערלאנגט און געזאגט	Mr. Gascoigne felt that he was applying a sharp remedy to poor Rex 's acute attack , but he believed it to be in the end the kindest . To let him know the hopelessness of his love from Gwendolen 's own lips might be curative in more ways than one .
#
— וויקעלט זיך ארום דערמיט , וועט אייך ווארימער ווערען , איהר דארפט זיךניט שעהמען .	`` I can only be thankful that she does n't care about him , '' said Mrs. Gascoigne , when she joined her husband in his study . `` There are things in Gwendolen I can not reconcile myself to .
פיעל מ .	My Anna is worth two of her , with all her beauty and talent .
אל גרייט מען זיך נישט צו , מען מיינט ס'וועט זייןוואריס , לייהט מען ביי א  .	It looks very ill in her that she will not help in the schools with Anna -- not even in the Sunday-school . What you or I advise is of no consequence to her : and poor Fannie is completely under her thumb .
פריינד א מלבוש , עס מאכט גאר נישט אויס .	But I know you think better of her , '' Mrs. Gascoigne ended with a deferential hesitation .
#
	`` Oh , my dear , there is no harm in the girl .
	It is only that she has a high spirit , and it will not do to hold the reins too tight .
	The point is , to get her well married .
זי האט עס צוגענומען שווייגענדיג אין זיך ארומגעוויקעלט דערמיט .	She has a little too much fire in her for her present life with her mother and sisters . It is natural and right that she should be married soon -- not to a poor man , but one who can give her a fitting position .
	``
#
	Presently Rex , with his arm in a sling , was on his two miles ' walk to Offendene .
— יא , איך האב עטליכע קיכלעך — האט דעראנדא זיך רער מאנט — אפשרווילט איהר עסען  ?	He was rather puzzled by the unconditional permission to see Gwendolen , but his father 's real ground of action could not enter into his conjectures . If it had , he would first have thought it horribly cold-blooded , and then have disbelieved in his father 's conclusions .
#
	When he got to the house , everybody was there but Gwendolen .
— ניין , איך וויל נישט עסען — האט זי געענטפערט — איך בין נישט הונגעריג ,איך האב דאך א ביסעל געלד ביי זיך .	The four girls , hearing him speak in the hall , rushed out of the library , which was their school-room , and hung round him with compassionate inquiries about his arm . Mrs. Davilow wanted to know exactly what had happened , and where the blacksmith lived , that she might make him a present ; while Miss Merry , who took a subdued and melancholy part in all family affairs , doubted whether it would not be giving too much encouragement to that kind of character .
